Response,TopicA,PercA,TopicB,PercB,TopicC,PercC,TopicD,PercD,TopicE,PercE,TopicF,PercF,TopicG,PercG,TopicH,PercH
someone call me?,0,0.042253781110048294,1.0,0.017412012442946434,3.0,0.8602311015129089,4.0,0.011829542927443981,5.0,0.016541505232453346,6.0,0.0206151083111763,7.0,0.021972358226776123,,
"sorry, but i just don't have the time.",0,0.04226650670170784,1.0,0.017412040382623672,3.0,0.014290567487478256,4.0,0.8577572107315063,5.0,0.016541531309485435,6.0,0.020615139976143837,7.0,0.02197239361703396,,
sorry. just not interested right now. mhm.,0,0.02289077453315258,3.0,0.4702312648296356,6.0,0.01116778701543808,7.0,0.4659542739391327,,,,,,,,
spend electronic surveys.,0,0.029698381200432777,1.0,0.012236899696290493,3.0,0.010043179616332054,5.0,0.011625120416283607,6.0,0.014487986452877522,7.0,0.9071681499481201,,,,
stop asking the same questions over and over and over on one survey.,0,0.4569002687931061,2.0,0.4874846935272217,6.0,0.011167909018695354,7.0,0.011903177946805954,,,,,,,,
stop calling. mira died.,0,0.02289450168609619,1.0,0.9259600043296814,6.0,0.011169918812811375,7.0,0.011905320920050144,,,,,,,,
stop getting so personal about who i slept with.,0,0.022896474227309227,5.0,0.9254924058914185,6.0,0.011168607510626316,7.0,0.011903922073543072,,,,,,,,
streamline the questions.,0,0.04225343465805054,1.0,0.0174129419028759,3.0,0.014291306957602501,4.0,0.01183017436414957,5.0,0.8624773025512695,6.0,0.020616207271814346,7.0,0.02197352983057499,,
sure and the questionnaire and only ask me questions that are not on the original one. ask for updates on only things that would have changed.,0,0.42621785402297974,2.0,0.2834925055503845,5.0,0.27064406871795654,,,,,,,,,,
"sure provide a more efficient, streamlined method of gathering data. everything seems to be very, very process oriented. and, um, as i say, a bit involved involved. uh, and, uh, not everybody has a time to, uh, invest in in that in that process.",1,0.7550971508026123,5.0,0.23274652659893036,,,,,,,,,,,,
surveys need to be shorter. they're just too long and time consuming.,0,0.01569996029138565,2.0,0.5604431629180908,6.0,0.3933781385421753,,,,,,,,,,
take my number off of so that your robots stop calling me.,0,0.01862579956650734,2.0,0.9361255764961243,,,,,,,,,,,,
talk to a real person.,0,0.02969243936240673,1.0,0.012236429378390312,3.0,0.901777982711792,5.0,0.011624673381447792,6.0,0.014487430453300476,7.0,0.015441248193383217,,,,
tell me where money from the american cancer society is actually going to individuals that are dealing with this disease.,4,0.9675523042678833,,,,,,,,,,,,,,
text messaging linking to the questionnaire or an app.,0,0.022889643907546997,6.0,0.9277098774909973,7.0,0.01190305408090353,,,,,,,,,,
text or email me reminders to complete the survey period.,0,0.43625113368034363,1.0,0.5286828279495239,,,,,,,,,,,,
that made the paperwork again.,0,0.0422554537653923,1.0,0.017411887645721436,2.0,0.855084240436554,3.0,0.014290442690253258,4.0,0.011829459108412266,5.0,0.016541386023163795,6.0,0.02061495929956436,7.0,0.021972201764583588
that the survey should be shorter.,0,0.04225583374500275,1.0,0.017411693930625916,3.0,0.014290283434092999,4.0,0.011829327791929245,5.0,0.01654120348393917,6.0,0.8665552139282227,7.0,0.02197195589542389,,
"that's complicated response less complicated require less complicated responses, which would hey less time.",5,0.3871544599533081,6.0,0.5904899835586548,,,,,,,,,,,,
"the the surveys are way too long and way too intrusive. uh, just don't have time for them. i don't mind a few questions, but i don't have an hour or half hour to take to fill out a lot of questions. i think that's none of your business anyways. in regards to cancer. that's it. thanks, bye.",1,0.36661481857299805,5.0,0.6217271089553833,,,,,,,,,,,,
"the call today helped, uh, reminded me of it.",0,0.01862572878599167,7.0,0.9417803883552551,,,,,,,,,,,,
the form seemed extremely long. shorten the form.,0,0.01570243202149868,5.0,0.9489076137542725,,,,,,,,,,,,
"the length of the questionnaire were too long, the requirement was too burdensome.",0,0.018625302240252495,2.0,0.5379120707511902,4.0,0.4034234881401062,,,,,,,,,,
"the only thing i can think of is to be patient with me and, um, follow up when i do not respond right away. if i put something aside for a day or two, i often times forget it. and i have had, um, open heart surgery, so perhaps my memory will be better now.",1,0.38244569301605225,2.0,0.24994811415672302,4.0,0.23391887545585632,7.0,0.12420403957366943,,,,,,,,
"the packets are look really big. and i'm real real busy in this time in my life, so that that's why oh, okay, thanks.",3,0.7738720178604126,7.0,0.20360085368156433,,,,,,,,,,,,
"the questionnaire are too long. they take up too much time to answer all the questions. um, they need to be, um, streamlined.",2,0.5788092017173767,5.0,0.3919059634208679,,,,,,,,,,,,
"the questionnaire is very long. if it could be shortened and made more concise, uh, i think that would be easier.",6,0.7387683987617493,7.0,0.23579727113246918,,,,,,,,,,,,
"the questionnaire is very long. it takes a long time to fill up, so that's why i didn't.",0,0.19268390536308289,2.0,0.7691795229911804,,,,,,,,,,,,
the questionnaire is you send are too complicated and take too much of my time to fill out.,0,0.5279499888420105,2.0,0.43908926844596863,,,,,,,,,,,,
"the questionnaire is, um, have been quite detailed. um, and, ah, making it easier to be able to complete, uh, the information that you're looking for would be helpful. i believe so. you know, either, um, creating an online portal, uh, and or, um, you know, maybe making it a little bit easier. i understand that. you know, some of the questions are very personal. um, some of the questions, you know, er might be difficult to answer. so somehow making it easier to be able to complete the information that you're looking for. so it's helpful to you, that's it.",1,0.28354325890541077,5.0,0.3523293435573578,6.0,0.3591606020927429,,,,,,,,,,
"the questionnaire seemed lengthy and very repetitive, making it easier would be better.",0,0.011943875811994076,5.0,0.5518350601196289,6.0,0.41512054204940796,,,,,,,,,,
"the questions seem repetitive in nature. they're asking me questions about youth and childhood that have been asked and answered, and it makes the survey too long.",5,0.9737029075622559,,,,,,,,,,,,,,
"the questions were so random and required me to remember things from my childhood that i'm not quite sure how accurate they were, you know? what did i eat? that sort of stuff. and so i'm not entirely sure that my answers, um, we're accurate. and so i kept putting it off, and eventually i just forgot. all together, um, it's those are some long questionnaire. and so that's kind of why i blew it off. sorry, and",2,0.501806914806366,5.0,0.4878561794757843,,,,,,,,,,,,
"the questions were too detailed. i had to do too much thinking i didn't have time for it, so i didn't do it.",0,0.01862289384007454,5.0,0.9393901228904724,,,,,,,,,,,,
"the research study was too long, it was too detailed, require too many answers and too many questions.",0,0.013566235080361366,4.0,0.31199875473976135,5.0,0.6476467251777649,,,,,,,,,,
"the research study was very long and you asked questions of me. i am 73 years old. you asked me to go back to my preteen years. you asked for dates. i don't remember all that. and to be honest with you, i don't wanna go back and try to figure it all out. it was very, very time consuming, and i just gave up on it. i probably finished, uh, half of it and i gave up on it because it was too time consuming for me.",2,0.988331139087677,,,,,,,,,,,,,,
"the studies were too time consuming. um, and, um, started them, but they they took too long. so maybe a shorter study or, um, maybe it by the phone to get it done quicker or, i don't know, just did not have enough time for it, and, um, i didn't do it.",5,0.9832091331481934,,,,,,,,,,,,,,
"the study just looks so long to complete. but that's my fault. so the resend, i will complete that and get it off to you.",0,0.40999436378479004,6.0,0.564229428768158,,,,,,,,,,,,
the survey is too long. it takes too long to complete.,0,0.018623001873493195,6.0,0.9411864876747131,,,,,,,,,,,,
"the survey is very long. it's very time consuming. um, and these days i might be more likely to complete the survey if it were online. thanks very much for your interest. if it's not too late, i'd be happy to begin completing the surveys again. thanks. goodbye.",2,0.08161892741918564,3.0,0.17481642961502075,6.0,0.7307911515235901,,,,,,,,,,
"the survey is very, very long. uh, and i'd rather have it on, um, the computer, uh, maybe a reminder via email.",1,0.3727068603038788,6.0,0.16644631326198578,7.0,0.4393893778324127,,,,,,,,,,
the surveys are just too long and time consuming.,0,0.022897936403751373,2.0,0.9214882254600525,6.0,0.011167665012180805,7.0,0.011902918107807636,,,,,,,,
the surveys are really long and time consuming. it would be nice if i was compensated for completing them.,0,0.01194432470947504,6.0,0.9622780084609985,,,,,,,,,,,,
the surveys are very time late with too many pages. i prefer to answer your questions more often than multiple pages of questions in one sitting.,3,0.5716387629508972,5.0,0.4065583050251007,,,,,,,,,,,,
"the surveys, um, that you mail are way too long. it would be much easier for me if somebody just called me and asked me the questions.",2,0.24791724979877472,6.0,0.32940810918807983,7.0,0.401385635137558,,,,,,,,,,
"the the the detail involved for a time that you spend on everything is it's just too involved. also, i was diagnosed with cancer, so it was like, what's the point? if you have any questions, you can give me a call.",3,0.632905125617981,5.0,0.34529194235801697,,,,,,,,,,,,
then the survey again.,0,0.07324870675802231,1.0,0.03017478808760643,2.0,0.015847472473978996,3.0,0.02476532571017742,4.0,0.020500443875789642,5.0,0.028666209429502487,6.0,0.7687192559242249,7.0,0.038077808916568756
"there is nothing. i just do not i i i cannot do it. i'm just mentally and physically, uh, not able to do it right now.",0,0.013569631613790989,2.0,0.9534700512886047,,,,,,,,,,,,
"there isn't anything you can do. but you could send me the survey again, and i will do my very best to complete it.",0,0.01570400409400463,7.0,0.9509240984916687,,,,,,,,,,,,
"there isn't anything, i guess i was just out of sheer laziness, and there's too much going on in my personal life, a little bit overwhelmed with lights.",4,0.43994811177253723,6.0,0.5347445607185364,,,,,,,,,,,,
"there needs to be more, um, compensation for the time involved in doing the study and ways of saying thank you.",0,0.9717698097229004,,,,,,,,,,,,,,
"there really isn't anything. it's just a matter of i need to commit to it, so my apologies.",0,0.015701506286859512,2.0,0.7644438743591309,3.0,0.18702293932437897,,,,,,,,,,
"there was too much. we doesn't see the questions being sent, and it was very lengthy, so if you could cut down on that, that would help.",0,0.0106709785759449,3.0,0.3779439628124237,5.0,0.5909389853477478,,,,,,,,,,
"there were just too many questions. you know, i i can do a three minute survey, but like i you know, it was like an hour.",0,0.01067266147583723,5.0,0.96527498960495,,,,,,,,,,,,
there were so many questions that did not seem pertinent to a cancer study. it was almost an invasion of privacy. yeah.,0,0.010671126656234264,5.0,0.36262115836143494,7.0,0.6081984043121338,,,,,,,,,,
there would be probably a better chance right now since i'm retired.,0,0.013566141948103905,1.0,0.2680245637893677,4.0,0.6919024586677551,,,,,,,,,,
"there's not a lot you can do, maybe send money.",0,0.30638107657432556,4.0,0.6394580602645874,6.0,0.01116799097508192,7.0,0.011903264559805393,,,,,,,,
"there's nothing more you can do. i sent the last paperwork back just a week ago, and i will continue to fill them out as i receive them.",0,0.6470233798027039,6.0,0.3321741223335266,,,,,,,,,,,,
there's nothing you can do.,0,0.0732291042804718,1.0,0.030174916610121727,2.0,0.01584753952920437,3.0,0.757777750492096,4.0,0.020500531420111656,5.0,0.028666332364082336,6.0,0.03572586178779602,7.0,0.03807796910405159
there's nothing you can do. please remove my name and any of future mailings.,0,0.5915016531944275,2.0,0.370358943939209,,,,,,,,,,,,
"there's probably not much more you could do. um, it would be interesting to have some updates, maybe just on email of what's going on with the study, to keep people more interested in it other than just a survey that comes. it's a very long survey, too, from what i remember.",6,0.9837067127227783,,,,,,,,,,,,,,
there's too many questions takes too long. and do you repeat your questions? i don't care to do that anymore.,0,0.01356532797217369,5.0,0.9558496475219727,,,,,,,,,,,,
"these surveys are redundant and are very long to complete. if you already have information from previous times asking, the same questions are too redundant to continue and it takes too long to go through.",6,0.9780345559120178,,,,,,,,,,,,,,
"they seem rather link lee and also vague. and they didn't really, you know, i can tell you about my dad at 100 times, and it doesn't really seem to you know, i it seems like my information hasn't changed at all. really from the very first one.",3,0.26150408387184143,4.0,0.19548165798187256,5.0,0.3554380536079407,6.0,0.17797592282295227,,,,,,,,
this call will help me fill it out.,0,0.029705625027418137,1.0,0.012236292473971844,3.0,0.010042681358754635,5.0,0.011624542996287346,6.0,0.014487267471849918,7.0,0.9071640372276306,,,,
"this phone call lets me know that you want me to be in the study. i didn't realize it was so important. the next time i get one, i will fill it out and send it back.",0,0.6253517270088196,3.0,0.25313013792037964,6.0,0.10791274160146713,,,,,,,,,,
this phone call to to take a study or answer your questions is too long. get to the point.,0,0.013567948713898659,2.0,0.953473687171936,,,,,,,,,,,,
"to resend the information. now that you've contacted me, i will remember to fill it out and get it back immediately.",0,0.9683961868286133,,,,,,,,,,,,,,
"to secure because it doesn't go perfect. perfect. thank you. mhm alright, you your plane was on time, okay?",7,0.9698644876480103,,,,,,,,,,,,,,
too busy at this time. you can send me information in a year.,0,0.4567091763019562,4.0,0.4992280602455139,,,,,,,,,,,,
"too late, deceased.",0,0.4655340909957886,1.0,0.01742197759449482,3.0,0.014298724010586739,4.0,0.011836313642561436,5.0,0.4391472339630127,6.0,0.02062690630555153,7.0,0.02198493294417858,,
too much rating.,0,0.042261525988578796,1.0,0.01741592213511467,3.0,0.014293753542006016,4.0,0.011832199059426785,5.0,0.016545219346880913,6.0,0.8665274977684021,7.0,0.021977290511131287,,
tried the reminders via text or email.,0,0.2060137242078781,1.0,0.7523818016052246,,,,,,,,,,,,
trim down the paperwork. maybe it takes so long to read and go through it all at the end of the day.,0,0.01067468710243702,2.0,0.7087588310241699,3.0,0.1277073174715042,4.0,0.13352563977241516,,,,,,,,
